Question_No,Question,Topic_tags,Acceptance_rate,isPremium,Difficulty
1125, Smallest Sufficient Team,"['Array', 'Dynamic Programming', '2+']",55.50%,FALSE,Hard
1126, Active Businesses,['Database'],65.80%,TRUE,Medium
1127, User Purchase Platform,['Database'],46.90%,TRUE,Hard
1128, Number of Equivalent Domino Pairs,"['Array', 'Hash Table', 'Counting']",48.70%,FALSE,Easy
1129, Shortest Path with Alternating Colors,"['Breadth-First Search', 'Graph']",47.10%,FALSE,Medium
1130, Minimum Cost Tree From Leaf Values,"['Array', 'Dynamic Programming', '3+']",67.80%,FALSE,Medium
1131, Maximum of Absolute Value Expression,"['Array', 'Math']",48.50%,FALSE,Medium
1132, Reported Posts II,['Database'],32.30%,TRUE,Medium
1133, Largest Unique Number,"['Array', 'Hash Table', 'Sorting']",70.50%,TRUE,Easy
1134, Armstrong Number,['Math'],77.80%,TRUE,Easy
1135, Connecting Cities With Minimum Cost,"['Union Find', 'Graph', '2+']",62.20%,TRUE,Medium
1136, Parallel Courses,"['Graph', 'Topological Sort']",61.60%,TRUE,Medium
1137, N-th Tribonacci Number,"['Math', 'Dynamic Programming', '1+']",63.70%,FALSE,Easy
1138, Alphabet Board Path,"['Hash Table', 'String']",51.60%,FALSE,Medium
1139, Largest 1-Bordered Square,"['Array', 'Dynamic Programming', 'Matrix']",50.50%,FALSE,Medium
1140, Stone Game II,"['Array', 'Math', '3+']",73.20%,FALSE,Medium
1141, User Activity for the Past 30 Days I,['Database'],49.20%,FALSE,Easy
1142, User Activity for the Past 30 Days II,['Database'],35.70%,TRUE,Easy
1143, Longest Common Subsequence,"['String', 'Dynamic Programming']",57.80%,FALSE,Medium
1144, Decrease Elements To Make Array Zigzag,"['Array', 'Greedy']",48.20%,FALSE,Medium
1145, Binary Tree Coloring Game,"['Tree', 'Depth-First Search', 'Binary Tree']",52.30%,FALSE,Medium
1146, Snapshot Array,"['Array', 'Hash Table', 'Binary Search', '1+']",36.80%,FALSE,Medium
1147, Longest Chunked Palindrome Decomposition,"['Two Pointers', 'String', '4+']",58.80%,FALSE,Hard
1148, Article Views I,['Database'],76.70%,FALSE,Easy
1149, Article Views II,['Database'],47.10%,TRUE,Medium
1150, Check If a Number Is Majority Element in a Sorted Array,"['Array', 'Binary Search']",59.10%,TRUE,Easy
1151, Minimum Swaps to Group All 1's Together,"['Array', 'Sliding Window']",60.30%,TRUE,Medium
1152, Analyze User Website Visit Pattern,"['Array', 'Hash Table', 'Sorting']",42.80%,TRUE,Medium
1153, String Transforms Into Another String,"['Hash Table', 'String']",34.90%,TRUE,Hard
1154, Day of the Year,"['Math', 'String']",49.00%,FALSE,Easy
1155, Number of Dice Rolls With Target Sum,['Dynamic Programming'],61.30%,FALSE,Medium
1156, Swap For Longest Repeated Character Substring,"['Hash Table', 'String', 'Sliding Window']",43.90%,FALSE,Medium
1157, Online Majority Element In Subarray,"['Array', 'Binary Search', 'Design', '2+']",42.00%,FALSE,Hard
1158, Market Analysis I,['Database'],57.20%,FALSE,Medium
1159, Market Analysis II,['Database'],57.40%,TRUE,Hard
1160, Find Words That Can Be Formed by Characters,"['Array', 'Hash Table', 'String', '1+']",70.70%,FALSE,Easy
1161, Maximum Level Sum of a Binary Tree,"['Tree', 'Depth-First Search', '2+']",67.20%,FALSE,Medium
1162, As Far from Land as Possible,"['Array', 'Dynamic Programming', '2+']",51.70%,FALSE,Medium
1163, Last Substring in Lexicographical Order,"['Two Pointers', 'String']",34.50%,FALSE,Hard
1164, Product Price at a Given Date,['Database'],56.80%,FALSE,Medium
1165, Single-Row Keyboard,"['Hash Table', 'String']",87.60%,TRUE,Easy
1166, Design File System,"['Hash Table', 'String', 'Design', '1+']",63.40%,TRUE,Medium
1167, Minimum Cost to Connect Sticks,"['Array', 'Greedy', 'Heap (Priority Queue)']",70.50%,TRUE,Medium
1168, Optimize Water Distribution in a Village,"['Union Find', 'Graph', '2+']",64.90%,TRUE,Hard
1169, Invalid Transactions,"['Array', 'Hash Table', 'String', '1+']",31.00%,FALSE,Medium
1170, Compare Strings by Frequency of the Smallest Character,"['Array', 'Hash Table', 'String', '2+']",62.60%,FALSE,Medium
1171, Remove Zero Sum Consecutive Nodes from Linked List,"['Hash Table', 'Linked List']",52.70%,FALSE,Medium
1172, Dinner Plate Stacks,"['Hash Table', 'Stack', 'Design', '1+']",32.60%,FALSE,Hard
1173, Immediate Food Delivery I,['Database'],80.90%,TRUE,Easy
1174, Immediate Food Delivery II,['Database'],52.90%,FALSE,Medium
1175, Prime Arrangements,['Math'],58.30%,FALSE,Easy
1176, Diet Plan Performance,"['Array', 'Sliding Window']",53.70%,TRUE,Easy
1177, Can Make Palindrome from Substring,"['Array', 'Hash Table', 'String', '2+']",39.60%,FALSE,Medium
1178, Number of Valid Words for Each Puzzle,"['Array', 'Hash Table', 'String', '2+']",46.80%,FALSE,Hard
1179, Reformat Department Table,['Database'],76.90%,FALSE,Easy
1180, Count Substrings with Only One Distinct Letter,"['Math', 'String']",80.20%,TRUE,Easy
1181, Before and After Puzzle,"['Array', 'Hash Table', 'String', '1+']",46.10%,TRUE,Medium
1182, Shortest Distance to Target Color,"['Array', 'Binary Search', '1+']",55.40%,TRUE,Medium
1183, Maximum Number of Ones,"['Greedy', 'Heap (Priority Queue)']",68.40%,TRUE,Hard
1184, Distance Between Bus Stops,['Array'],54.30%,FALSE,Easy
1185, Day of the Week,['Math'],57.90%,FALSE,Easy
1186, Maximum Subarray Sum with One Deletion,"['Array', 'Dynamic Programming']",44.40%,FALSE,Medium
1187, Make Array Strictly Increasing,"['Array', 'Binary Search', '2+']",58.00%,FALSE,Hard
1188, Design Bounded Blocking Queue,['Concurrency'],72.60%,TRUE,Medium
1189, Maximum Number of Balloons,"['Hash Table', 'String', 'Counting']",59.70%,FALSE,Easy
1190, Reverse Substrings Between Each Pair of Parentheses,"['String', 'Stack']",71.80%,FALSE,Medium
1191, K-Concatenation Maximum Sum,"['Array', 'Dynamic Programming']",24.00%,FALSE,Medium
1192, Critical Connections in a Network,"['Depth-First Search', 'Graph', '1+']",56.80%,FALSE,Hard
1193, Monthly Transactions I,['Database'],58.30%,FALSE,Medium
1194, Tournament Winners,['Database'],49.30%,TRUE,Hard
1195, Fizz Buzz Multithreaded,['Concurrency'],73.00%,FALSE,Medium
1196, How Many Apples Can You Put into the Basket,"['Array', 'Greedy', 'Sorting']",67.00%,TRUE,Easy
1197, Minimum Knight Moves,['Breadth-First Search'],40.80%,TRUE,Medium
1198, Find Smallest Common Element in All Rows,"['Array', 'Hash Table', 'Binary Search', '2+']",76.40%,TRUE,Medium
1199, Minimum Time to Build Blocks,"['Array', 'Math', 'Greedy', '1+']",45.90%,TRUE,Hard
1200, Minimum Absolute Difference,"['Array', 'Sorting']",69.90%,FALSE,Easy
1201, Ugly Number III,"['Math', 'Binary Search', '2+']",30.00%,FALSE,Medium
1202, Smallest String With Swaps,"['Array', 'Hash Table', 'String', '4+']",58.80%,FALSE,Medium
1203, Sort Items by Groups Respecting Dependencies,"['Depth-First Search', '3+']",66.00%,FALSE,Hard
1204, Last Person to Fit in the Bus,['Database'],67.90%,FALSE,Medium
1205, Monthly Transactions II,['Database'],41.70%,TRUE,Medium
1206, Design Skiplist,"['Linked List', 'Design']",61.70%,FALSE,Hard
1207, Unique Number of Occurrences,"['Array', 'Hash Table']",77.70%,FALSE,Easy
1208, Get Equal Substrings Within Budget,"['String', 'Binary Search', '2+']",58.40%,FALSE,Medium
1209, Remove All Adjacent Duplicates in String II,"['String', 'Stack']",58.50%,FALSE,Medium
1210, Minimum Moves to Reach Target with Rotations,"['Array', 'Breadth-First Search', 'Matrix']",50.30%,FALSE,Hard
1211, Queries Quality and Percentage,['Database'],43.90%,FALSE,Easy
1212, Team Scores in Football Tournament,['Database'],55.50%,TRUE,Medium
1213, Intersection of Three Sorted Arrays,"['Array', 'Hash Table', 'Binary Search', '1+']",79.80%,TRUE,Easy
1214, Two Sum BSTs,"['Two Pointers', 'Binary Search', 'Stack', '4+']",67.20%,TRUE,Medium
1215, Stepping Numbers,"['Math', 'Backtracking', 'Breadth-First Search']",47.50%,TRUE,Medium
1216, Valid Palindrome III,"['String', 'Dynamic Programming']",49.20%,TRUE,Hard
1217, Minimum Cost to Move Chips to The Same Position,"['Array', 'Math', 'Greedy']",71.80%,FALSE,Easy
1218, Longest Arithmetic Subsequence of Given Difference,"['Array', 'Hash Table', '1+']",54.50%,FALSE,Medium
1219, Path with Maximum Gold,"['Array', 'Backtracking', 'Matrix']",68.10%,FALSE,Medium
1220, Count Vowels Permutation,['Dynamic Programming'],61.70%,FALSE,Hard
1221, Split a String in Balanced Strings,"['String', 'Greedy', 'Counting']",86.50%,FALSE,Easy
1222, Queens That Can Attack the King,"['Array', 'Matrix', 'Simulation']",72.10%,FALSE,Medium
1223, Dice Roll Simulation,"['Array', 'Dynamic Programming']",49.60%,FALSE,Hard
1224, Maximum Equal Frequency,"['Array', 'Hash Table']",37.40%,FALSE,Hard
1225, Report Contiguous Dates,['Database'],57.20%,TRUE,Hard
1226, The Dining Philosophers,['Concurrency'],54.40%,FALSE,Medium
1227, Airplane Seat Assignment Probability,"['Math', 'Dynamic Programming', '2+']",66.60%,FALSE,Medium
1228, Missing Number In Arithmetic Progression,"['Array', 'Math']",52.00%,TRUE,Easy
1229, Meeting Scheduler,"['Array', 'Two Pointers', 'Sorting']",55.30%,TRUE,Medium
1230, Toss Strange Coins,"['Array', 'Math', '2+']",58.20%,TRUE,Medium
1231, Divide Chocolate,"['Array', 'Binary Search']",59.10%,TRUE,Hard
1232, Check If It Is a Straight Line,"['Array', 'Math', 'Geometry']",39.50%,FALSE,Easy
1233, Remove Sub-Folders from the Filesystem,"['Array', 'String', 'Depth-First Search', '1+']",75.50%,FALSE,Medium
1234, Replace the Substring for Balanced String,"['String', 'Sliding Window']",38.70%,FALSE,Medium
1235, Maximum Profit in Job Scheduling,"['Array', 'Binary Search', '2+']",54.30%,FALSE,Hard
1236, Web Crawler,"['String', 'Depth-First Search', '2+']",68.10%,TRUE,Medium
1237, Find Positive Integer Solution for a Given Equation,"['Math', 'Two Pointers', 'Binary Search', '1+']",69.70%,FALSE,Medium
1238, Circular Permutation in Binary Representation,"['Math', 'Backtracking', 'Bit Manipulation']",71.00%,FALSE,Medium
1239, Maximum Length of a Concatenated String with Unique Characters,"['Array', 'String', 'Backtracking', '1+']",54.10%,FALSE,Medium
1240, Tiling a Rectangle with the Fewest Squares,['Backtracking'],54.30%,FALSE,Hard
1241, Number of Comments per Post,['Database'],66.00%,TRUE,Easy
1242, Web Crawler Multithreaded,"['Depth-First Search', '2+']",49.60%,TRUE,Medium
1243, Array Transformation,"['Array', 'Simulation']",52.60%,TRUE,Easy
1244, Design A Leaderboard,"['Hash Table', 'Design', 'Sorting']",67.90%,TRUE,Medium
1245, Tree Diameter,"['Tree', 'Depth-First Search', '3+']",61.10%,TRUE,Medium
1246, Palindrome Removal,"['Array', 'Dynamic Programming']",46.30%,TRUE,Hard
1247, Minimum Swaps to Make Strings Equal,"['Math', 'String', 'Greedy']",64.50%,FALSE,Medium
1248, Count Number of Nice Subarrays,"['Array', 'Hash Table', 'Math', '2+']",71.70%,FALSE,Medium
1249, Minimum Remove to Make Valid Parentheses,"['String', 'Stack']",69.60%,FALSE,Medium
1250, Check If It Is a Good Array,"['Array', 'Math', 'Number Theory']",60.00%,FALSE,Hard
1251, Average Selling Price,['Database'],37.20%,FALSE,Easy
1252, Cells with Odd Values in a Matrix,"['Array', 'Math', 'Simulation']",78.90%,FALSE,Easy
1253, Reconstruct a 2-Row Binary Matrix,"['Array', 'Greedy', 'Matrix']",47.10%,FALSE,Medium
1254, Number of Closed Islands,"['Array', 'Depth-First Search', '3+']",66.50%,FALSE,Medium
1255, Maximum Score Words Formed by Letters,"['Array', 'String', '4+']",81.90%,FALSE,Hard
1256, Encode Number,"['Math', 'String', 'Bit Manipulation']",70.00%,TRUE,Medium
1257, Smallest Common Region,"['Array', 'Hash Table', 'String', '3+']",68.00%,TRUE,Medium
1258, Synonymous Sentences,"['Array', 'Hash Table', 'String', '2+']",56.40%,TRUE,Medium
1259, Handshakes That Don't Cross,"['Math', 'Dynamic Programming']",59.70%,TRUE,Hard
1260, Shift 2D Grid,"['Array', 'Matrix', 'Simulation']",67.50%,FALSE,Easy
1261, Find Elements in a Contaminated Binary Tree,"['Hash Table', 'Tree', '4+']",77.60%,FALSE,Medium
1262, Greatest Sum Divisible by Three,"['Array', 'Dynamic Programming', '2+']",50.60%,FALSE,Medium
1263, Minimum Moves to Move a Box to Their Target Location,"['Array', 'Breadth-First Search', '2+']",49.20%,FALSE,Hard
1264, Page Recommendations,['Database'],65.30%,TRUE,Medium
1265, Print Immutable Linked List in Reverse,"['Linked List', 'Two Pointers', 'Stack', '1+']",94.00%,TRUE,Medium
1266, Minimum Time Visiting All Points,"['Array', 'Math', 'Geometry']",82.40%,FALSE,Easy
1267, Count Servers that Communicate,"['Array', 'Depth-First Search', '4+']",60.80%,FALSE,Medium
1268, Search Suggestions System,"['Array', 'String', 'Binary Search', '3+']",65.10%,FALSE,Medium
1269, Number of Ways to Stay in the Same Place After Some Steps,['Dynamic Programming'],50.20%,FALSE,Hard
1270, All People Report to the Given Manager,['Database'],84.40%,TRUE,Medium
1271, Hexspeak,"['Math', 'String']",58.30%,TRUE,Easy
1272, Remove Interval,['Array'],66.40%,TRUE,Medium
1273, Delete Tree Nodes,"['Array', 'Tree', 'Depth-First Search', '1+']",61.20%,TRUE,Medium
1274, Number of Ships in a Rectangle,"['Array', 'Divide and Conquer', 'Interactive']",68.70%,TRUE,Hard
1275, Find Winner on a Tic Tac Toe Game,"['Array', 'Hash Table', 'Matrix', '1+']",53.90%,FALSE,Easy
1276, Number of Burgers with No Waste of Ingredients,['Math'],51.30%,FALSE,Medium
1277, Count Square Submatrices with All Ones,"['Array', 'Dynamic Programming', 'Matrix']",78.40%,FALSE,Medium
1278, Palindrome Partitioning III,"['String', 'Dynamic Programming']",61.30%,FALSE,Hard
1279, Traffic Light Controlled Intersection,['Concurrency'],72.70%,TRUE,Easy
1280, Students and Examinations,['Database'],59.40%,FALSE,Easy
1281, Subtract the Product and Sum of Digits of an Integer,['Math'],86.60%,FALSE,Easy
1282, Group the People Given the Group Size They Belong To,"['Array', 'Hash Table', 'Greedy']",87.40%,FALSE,Medium
1283, Find the Smallest Divisor Given a Threshold,"['Array', 'Binary Search']",61.70%,FALSE,Medium
1284, Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,"['Array', 'Hash Table', '3+']",72.40%,FALSE,Hard
1285, Find the Start and End Number of Continuous Ranges,['Database'],82.00%,TRUE,Medium
1286, Iterator for Combination,"['String', 'Backtracking', 'Design', '1+']",73.40%,FALSE,Medium
1287, Element Appearing More Than 25% In Sorted Array,['Array'],61.00%,FALSE,Easy
1288, Remove Covered Intervals,"['Array', 'Sorting']",56.20%,FALSE,Medium
1289, Minimum Falling Path Sum II,"['Array', 'Dynamic Programming', 'Matrix']",64.30%,FALSE,Hard
1290, Convert Binary Number in a Linked List to Integer,"['Linked List', 'Math']",81.20%,FALSE,Easy
1291, Sequential Digits,['Enumeration'],65.30%,FALSE,Medium
1292, Maximum Side Length of a Square with Sum Less than or Equal to Threshold,"['Array', 'Binary Search', 'Matrix', '1+']",53.80%,FALSE,Medium
1293, Shortest Path in a Grid with Obstacles Elimination,"['Array', 'Breadth-First Search', 'Matrix']",45.30%,FALSE,Hard
1294, Weather Type in Each Country,['Database'],66.80%,TRUE,Easy
1295, Find Numbers with Even Number of Digits,"['Array', 'Math']",77.50%,FALSE,Easy
1296, Divide Array in Sets of K Consecutive Numbers,"['Array', 'Hash Table', 'Greedy', '1+']",58.50%,FALSE,Medium
1297, Maximum Number of Occurrences of a Substring,"['Hash Table', 'String', 'Sliding Window']",52.40%,FALSE,Medium
1298, Maximum Candies You Can Get from Boxes,"['Array', 'Breadth-First Search', 'Graph']",57.80%,FALSE,Hard
1299, Replace Elements with Greatest Element on Right Side,['Array'],71.30%,FALSE,Easy
1300, Sum of Mutated Array Closest to Target,"['Array', 'Binary Search', 'Sorting']",44.90%,FALSE,Medium
1301, Number of Paths with Max Score,"['Array', 'Dynamic Programming', 'Matrix']",40.10%,FALSE,Hard
1302, Deepest Leaves Sum,"['Tree', 'Depth-First Search', '2+']",86.30%,FALSE,Medium
1303, Find the Team Size,['Database'],89.60%,TRUE,Easy
1304, Find N Unique Integers Sum up to Zero,"['Array', 'Math']",76.20%,FALSE,Easy
1305, All Elements in Two Binary Search Trees,"['Tree', 'Depth-First Search', '3+']",79.90%,FALSE,Medium
1306, Jump Game III,"['Array', 'Depth-First Search', '1+']",65.40%,FALSE,Medium
1307, Verbal Arithmetic Puzzle,"['Array', 'Math', 'String', '1+']",34.60%,FALSE,Hard
1308, Running Total for Different Genders,['Database'],86.30%,TRUE,Medium
1309, Decrypt String from Alphabet to Integer Mapping,['String'],80.00%,FALSE,Easy
1310, XOR Queries of a Subarray,"['Array', 'Bit Manipulation', 'Prefix Sum']",78.70%,FALSE,Medium
1311, Get Watched Videos by Your Friends,"['Array', 'Hash Table', '3+']",48.10%,FALSE,Medium
1312, Minimum Insertion Steps to Make a String Palindrome,"['String', 'Dynamic Programming']",71.50%,FALSE,Hard
1313, Decompress Run-Length Encoded List,['Array'],85.90%,FALSE,Easy
1314, Matrix Block Sum,"['Array', 'Matrix', 'Prefix Sum']",75.70%,FALSE,Medium
1315, Sum of Nodes with Even-Valued Grandparent,"['Tree', 'Depth-First Search', '2+']",85.60%,FALSE,Medium
1316, Distinct Echo Substrings,"['String', 'Trie', 'Rolling Hash', '1+']",51.20%,FALSE,Hard
1317, Convert Integer to the Sum of Two No-Zero Integers,['Math'],53.90%,FALSE,Easy
1318, Minimum Flips to Make a OR b Equal to c,['Bit Manipulation'],71.20%,FALSE,Medium
1319, Number of Operations to Make Network Connected,"['Depth-First Search', '3+']",63.60%,FALSE,Medium
1320, Minimum Distance to Type a Word Using Two Fingers,"['String', 'Dynamic Programming']",59.00%,FALSE,Hard
1321, Restaurant Growth,['Database'],54.00%,FALSE,Medium
1322, Ads Performance,['Database'],59.50%,TRUE,Easy
1323, Maximum 69 Number,"['Math', 'Greedy']",82.50%,FALSE,Easy
1324, Print Words Vertically,"['Array', 'String', 'Simulation']",65.10%,FALSE,Medium
1325, Delete Leaves With a Given Value,"['Tree', 'Depth-First Search', 'Binary Tree']",77.40%,FALSE,Medium
1326, Minimum Number of Taps to Open to Water a Garden,"['Array', 'Dynamic Programming', 'Greedy']",50.70%,FALSE,Hard
1327, List the Products Ordered in a Period,['Database'],71.50%,FALSE,Easy
1328, Break a Palindrome,"['String', 'Greedy']",51.70%,FALSE,Medium
1329, Sort the Matrix Diagonally,"['Array', 'Sorting', 'Matrix']",82.90%,FALSE,Medium
1330, Reverse Subarray To Maximize Array Value,"['Array', 'Math', 'Greedy']",42.00%,FALSE,Hard
1331, Rank Transform of an Array,"['Array', 'Hash Table', 'Sorting']",70.50%,FALSE,Easy
1332, Remove Palindromic Subsequences,"['Two Pointers', 'String']",76.60%,FALSE,Easy
1333," Filter Restaurants by Vegan-Friendly, Price and Distance","['Array', 'Sorting']",62.20%,FALSE,Medium
1334, Find the City With the Smallest Number of Neighbors at a Threshold Distance,"['Dynamic Programming', 'Graph', '1+']",68.70%,FALSE,Medium
1335, Minimum Difficulty of a Job Schedule,"['Array', 'Dynamic Programming']",59.60%,FALSE,Hard
1336, Number of Transactions per Visit,['Database'],47.70%,TRUE,Hard
1337, The K Weakest Rows in a Matrix,"['Array', 'Binary Search', 'Sorting', '2+']",73.70%,FALSE,Easy
1338, Reduce Array Size to The Half,"['Array', 'Hash Table', 'Greedy', '2+']",69.00%,FALSE,Medium
1339, Maximum Product of Splitted Binary Tree,"['Tree', 'Depth-First Search', 'Binary Tree']",47.80%,FALSE,Medium
1340, Jump Game V,"['Array', 'Dynamic Programming', 'Sorting']",63.80%,FALSE,Hard
1341, Movie Rating,['Database'],40.70%,FALSE,Medium
1342, Number of Steps to Reduce a Number to Zero,"['Math', 'Bit Manipulation']",85.40%,FALSE,Easy
1343, Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,"['Array', 'Sliding Window']",69.20%,FALSE,Medium
1344, Angle Between Hands of a Clock,['Math'],64.00%,FALSE,Medium
1345, Jump Game IV,"['Array', 'Hash Table', 'Breadth-First Search']",46.10%,FALSE,Hard
1346, Check If N and Its Double Exist,"['Array', 'Hash Table', 'Two Pointers', '2+']",37.50%,FALSE,Easy
1347, Minimum Number of Steps to Make Two Strings Anagram,"['Hash Table', 'String', 'Counting']",82.10%,FALSE,Medium
